LAT_SCI_NAME	ENG_NAME	GER_NAME	KINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS
Alliaria petiolata	Garlic mustard	Knoblauchsrauke	Plantae	Tracheophyta	Magnoliopsida	Capparales	Brassicaceae	Alliaria
Allium oleraceum	field garlic	Kohl-Lauch, Gemüse-Lauch, Ross-Lauch	Plantae	Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium
Allium	na	Lauche	Plantae	Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium
Allium vineale	Wild Garlic, Crow Garlic	Weinberg-Lauch, Weinbergs-Lauch	Plantae	Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium
Alopecurus aequalis	shortawn foxtail, orange foxtail	Rotgelbes Fuchsschwanzgras, Rotgelber Fuchsschwanz	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Alopecurus
Alopecurus geniculatus	water foxtail, Marsh foxtail	Knick-Fuchsschwanzgras	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Alopecurus
Amaranthus retroflexus	red-root amaranth, redroot pigweed, red-rooted pigweed, common amaranth, pigweed amaranth, common tumbleweed	Zurückgebogener Amarant, Zurückgekrümmter Fuchsschwanz, Rau-Amarant, Rau-Fuchsschwanz, grauer Amarant, grauer Fuchsschwanz	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus
Anagallis arvensis subsp. arvensis	Scarlet pimpernel, red pimpernel, red chickweed, poormans barometer, poor mans weather-glass, shepherds weather glass, shepherds clock	Roter Ackergauchheil, Acker-Gauchheil Roter Gauchheil, Nebelpflanze, Weinbergsstern, Wetterkraut	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Anagallis
Angelica sylvestris	wild angelica	Wald-Engelwurz	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Angelica
Cota tinctoria	golden marguerite, yellow chamomile, oxeye chamomile	Färberkamille, Färber-Hundskamille	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Cota
Arctium lappa	greater burdock, edible burdock, lappa, beggars buttons	Große Klette	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Arctium
Aphanes arvensis	parsley-piert	Gewöhnlicher Ackerfrauenmantel	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Aphanes
Arabis hirsuta	na	Rauhaarige Gänsekresse, Rauhe Gänsekresse, Behaarte Gänsekresse	Plantae	Tracheophyta	Magnoliopsida	Capparales	Brassicaceae	Arabis
Arctium minus	lesser burdock, burweed, louse-bur, common burdock, button-bur, cuckoo-button, wild rhubarb	Kleine Klette	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Arctium
Arctium nemorosum	na	Hain-Klette Auen-Klette	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Arctium
Arenaria serpyllifolia	Thyme-leaved Sandwort	Quendel-Sandkraut, Quendelblättriges Sandkraut, Thymianblättriges Sandkraut	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Arenaria
Armoracia rusticana	Horseradish	Meerrettich	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Armoracia
Artemisia absinthium	absinthium, absinthe wormwood, wormwood, common wormwood, green ginger, grand wormwood	Bitterer Beifuß, Alsem, Echt-Wermut, Wermutkraut, (Gemeiner) Wermut	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia
Artemisia campestris subsp. campestris	field wormwood, beach wormwood, northern wormwood, Breckland wormwood boreal wormwood, Canadian wormwood, field sagewort, field mugwort	Feld-Beifuß	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia
Artemisia vulgaris	mugwort, common wormwood	Gewöhnlicher Beifuß, Gemeiner Beifuß, Gewürzbeifuß, Beifuß, Besenkraut, Fliegenkraut, Gänsekraut, Johannesgürtelkraut, Jungfernkraut, Sonnenwendkraut, Weiberkraut, Wilder Wermut, Wisch	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia
Astragalus danicus	Purple Milk-vetch	Dänischer Tragant	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Astragalus
Atriplex patula	Spear Saltbush, Common Orache, Spear Orach, Spreading Orach	Spreizende Melde, Ruten-Melde, Ausgebreitete Melde, Gemeine Melde, Gewöhnliche Melde, Spreizmelde	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Atriplex
Atriplex prostrata	Spear-leaved Orache, Thin-leaved Orache, Triangle Orache, fat hen	Spieß-Melde, Spießblättrige Melde	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Atriplex
Barbarea vulgaris	bittercress, herb barbara, rocketcress, yellow rocketcress, winter rocket, wound rocket	Winterkresse, Barbarakraut, Gewöhnliches Barbarakraut, Echtes Barbarakraut	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Barbarea
Berula erecta	lesser water-parsnip	Schmalblättrige Merk, Berle	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Berula
Berteroa incana	hoary alyssum, false hoary madwort, hoary berteroa, hoary alison	Graukresse, Gewöhnlich-Graukresse	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Berteroa
Bidens tripartita subsp. tripartita	Three-lobe Beggarticks, Three-part Beggarticks, Leafy-bracted Beggarticks, Trifid Bur-marigold	Dreiteiliger Zweizahn	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bidens
Bistorta officinalis	na	Schlangen-Knöterich, Wiesen-Knöterich, Schlangenwurz	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Bistorta
Brachypodium sylvaticum subsp. sylvaticum	false brome, slender false brome, wood false brome	Wald-Zwenke	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Brachypodium
Bromus commutatus	Meadow Brome	Wiesen-Trespe, Verwechselte Trespe	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Bromus
Bromus sterilis	barren brome, poverty brome, sterile brome	Taube Trespe	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Bromus
Bromus inermis	Arctic brome, Austrian bromegrass, awnless brome, Hungarian brome, Hungarian bromegrass, Pumpellys brome, Russian brome, grasssmooth, bromesmooth bromegrass	Wehrlose Trespe, Unbegrannte Trespe, Unbewehrte Trespe	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Bromus
Calystegia sepium	larger bindweed, hedge bindweed, Rutland beauty, bugle vine, heavenly trumpets, bellbind	Echte Zaunwinde	Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	Calystegia
Bromus tectorum	drooping brome, cheat grass	Dach-Trespe	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Bromus
Bunias orientalis	na	Orientalische Zackenschötchen, Glattes Zackenschötchen, Türkische Rauke	Plantae	Tracheophyta	Magnoliopsida	Capparales	Brassicaceae	Bunias
Bupleurum falcatum subsp. falcatum	black cumin, blackseed, black caraway, great pignut	Gewöhnlicher Knollenkümmel, Gewöhnliche Erdkastanie	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Bupleurum
Calamagrostis canescens	purple small-reed	Sumpf-Reitgras, Lanzettliches Reitgras, Moor-Reitgras	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Calamagrostis
Calamagrostis epigejos	Wood Small-reed, Bushgrass	Land-Reitgras, Sand-Reitgras, Sandrohr, Landrohr, Landschilf, Waldschilf	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Calamagrostis
Calluna vulgaris	common heather, ling, heather	Besenheide, Heidekraut, Erika	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Calluna
Campanula glomerata subsp. glomerata	Clustered Bellflower, Danes Blood	Knäuel-Glockenblume, Büschel-Glockenblume	Plantae	Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula
Campanula rapunculus	rampion bellflower, rampion, rover bellflower	Rapunzel-Glockenblume	Plantae	Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula
Campanula trachelium	nettle-leaved bellflower	Nesselblättrige Glockenblume	Plantae	Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula
Campanula glomerata subsp. glomerata	na	na	Plantae	Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula
Cardamine flexuosa	Wavy Bittercress	Wald-Schaumkraut	Plantae	Tracheophyta	Magnoliopsida	Capparales	Brassicaceae	Cardamine
Carex acuta	Acute Sedge, Slender Tufted-sedge, Slim Sedge	Schlank-Segge, Spitzsegge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Arabidopsis arenosa subsp. arenosa	Sand Rock-cress	Sand-Schaumkresse, Sand-Schotenkresse	Plantae	Tracheophyta	Magnoliopsida	Capparales	Brassicaceae	Arabidopsis
Carex acutiformis	lesser pond sedge	Sumpf-Segge, Scharfkantige Segge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Carex disticha	Brown Sedge	Zweizeilige Segge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Carex appropinquata	Fibrous Tussock-sedge	Schwarzschopf-Segge, Sonderbare Segge, Wunder-Segge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Carex caryophyllea	Spring Sedge	Frühlings-Segge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Carex colchica	na	na	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Carex diandra	lesser tussock-sedge, lesser panicled sedge	Draht-Segge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Carex flacca	blue sedge, gray carex, glaucous sedge, or carnation-grass	Blaugrüne Segge, Schlaffe Segge, Blau-Segge, Meergrüne Segge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Carex elata subsp. elata	Tufted-sedge	Breitblättrige Steife Segge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Carex ericetorum	na	Heide-Segge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Carex hirta	hairy sedge	Behaarte Segge, Raue Segge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Carex riparia	Greater Pond-sedge	Ufer-Segge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Carex viridula subsp. brachyrhyncha	na	Schuppenfrüchtige Gelb-Segge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Carex montana	na	Berg-Segge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Carex muricata	Prickly Sedge	Sparrige Segge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Carex nigra	Common Sedge	Braun-Segge, Wiesen-Segge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Carlina acaulis subsp. caulescens	stemless carline thistle, dwarf carline thistle, silver thistle	Silberdistel	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Carlina
Carex	sedges	Seggen	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Carex spicata	na	Stachel-Segge, Korkfrüchtige Segge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Carex sylvatica	Wood-sedge	Wald-Segge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Carex vulpina	True Fox-sedge	Fuchs-Segge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Centaurea scabiosa subsp. scabiosa	Greater Knapweed	Skabiosen-Flockenblume	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea
Centaurea stoebe	na	Rispen-Flockenblume	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea
Cerastium glutinosum	na	Bleiches Hornkraut, Kleb-Hornkraut	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium
Cerastium semidecandrum	na	Sand-Hornkraut, Fünfmänniges Hornkraut	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium
Brachypodium	na	Zwenken	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Brachypodium
Erysimum	wallflower	Schöteriche	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Erysimum
Gymnadenia conopsea	fragrant orchid	Mücken-Händelwurz, Langsporn-Händelwurz, Fliegen-Händelwurz, Große Händelwurz	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Gymnadenia
Ophrys	Bee orchids	Ragwurzen, Kerfstendel	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Ophrys
Scrophulariaceae	figwort family	Braunwurzgewächse, Rachenblütler	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Scrophulariaceae	na
Genista sagittale	na	ewöhnlicher Flügelginster, Ramsele	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Genista
Blitum bonus-henricus	Good-King-Henry, Poor-mans Asparagus, Perennial Goosefoot, Lincolnshire Spinach, Markery	Guter Heinrich, Grüner Heinrich, Wilder Spinat	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Blitum
Chenopodium ficifolium	fig-leaved goosefoot, small goosefoot	Feigenblättriger Gänsefuß, Feigenblatt-Gänsefuß	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Chenopodium
Chenopodium rubrum	Red Goosefoot, Coastblite Goosefoot	Roter Gänsefuß, Rot-Gänsefuß	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Chenopodium
Chondrilla juncea	rush skeletonweed, gum succory, devils grass, nakedweed	Großer Knorpellattich, Binsen-Knorpellattich	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Chondrilla
Cirsium rivulare	na	Bach-Kratzdistel	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium
Clematis vitalba	Old mans beard, Travellers Joy	Gewöhnliche Waldrebe	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Clematis
Conium maculatum	Hemlock, Poison Hemlock	Gefleckter Schierling	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Conium
Consolida regalis	Forking Larkspur, Rocket-larkspur, Field larkspur	Gewöhnlicher Feldrittersporn, Acker-Rittersporn, Feldrittersporn	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Consolida
Cornus sanguinea subsp. sanguinea	na	na	Plantae	Tracheophyta	Magnoliopsida	Cornales	Cornaceae	Cornus
Corylus avellana	common hazel	Gemeine Hasel, Haselstrauch, Haselnussstrauch	Plantae	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Corylus
Crepis paludosa	marsh hawksbeard	Sumpf-Pippau	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Crepis
Cuscuta europaea	greater dodder, European dodder	Nessel-Seide, Europäische Seide, Hopfen-Seide	Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	Cuscuta
Cynoglossum officinale	houndstongue, houndstooth, dogs tongue, gypsy flower, rats and mice	Gewöhnliche Hundszunge	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Cynoglossum
Cyperus fuscus	brown galingale, brown flatsedge	Braunes Zypergras	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus
Danthonia decumbens	common heath grass	Gewöhnlicher Dreizahn	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Danthonia
Elymus repens subsp. repens	na	na	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Elymus
Descurainia sophia	flixweed, herb-Sophia, tansy mustard	Gewöhnliche Besenrauke, Sophienrauke	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Descurainia
Dianthus carthusianorum subsp. carthusianorum	Carthusian Pink	Kartäusernelke	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Dianthus
Echinochloa crus-galli	cockspur, cockspur grass, barnyard millet, Japanese millet, water grass, common barnyard grass, barnyard grass	Hühnerhirse	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Echinochloa
Echinops sphaerocephalus	Great globe thistle, Pale globe-thistle	Drüsenblättrige Kugeldistel, Drüsige Kugeldistel, Bienen-Kugeldistel	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Echinops
Echium vulgare	Vipers Bugloss, Blueweed	Gewöhnlicher Natternkopf, Blaue Natternkopf	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Echium
Eleocharis palustris	common spike-rush, creeping spike-rush, marsh spike-rush	Gewöhnliche Sumpfbinse	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Eleocharis
Elymus caninus	na	Hunds-Quecke	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Elymus
Epilobium tetragonum	square-stemmed willowherb	Vierkantiges Weidenröschen	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Onagraceae	Epilobium
Epilobium ciliatum	Fringed Willowherb, Slender Willow herb, Northern Willow herb	Drüsiges Weidenröschen	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Onagraceae	Epilobium
Epilobium hirsutum	great willowherb, great hairy willowherb, hairy willowherb	Zottiges Weidenröschen	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Onagraceae	Epilobium
Epilobium palustre	marsh willowherb	Sumpf-Weidenröschen	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Onagraceae	Epilobium
Epipactis helleborine	Broad-leaved Helleborine	Breitblättrige Stendelwurz, Breitblättrige Sumpfwurz, Breitblättrige Sitter	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Epipactis
Equisetum palustre	marsh horsetail, Humpback	Sumpf-Schachtelhalm, Duwock	Plantae	Equisetophyta	Equisetopsida	Equisetales	Equisetaceae	Equisetum
Equisetum fluviatile	Water Horsetail	Teich-Schachtelhalm, Schlamm-Schachtelhalm	Plantae	Tracheophyta	Equisetopsida	Equisetales	Equisetaceae	Equisetum
Eryngium campestre	field eryngo	Feld-Mannstreu	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Eryngium
Equisetum pratense	meadow horsetail, shade horsetail, shady horsetail	Wiesen-Schachtelhalm, Hain-Schachtelhalm	Plantae	Equisetophyta	Equisetopsida	Equisetales	Equisetaceae	Equisetum
Erigeron acris	bitter fleabane, blue fleabane	Scharfes Berufkraut, Echtes Berufkraut	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron
Euonymus europaeus	spindle, European spindle, common spindle	Gewöhnlicher Spindelstrauch, Europäisches Pfaffenhütchen, Gewöhnliches Pfaffenhütchen, Pfaffenkäppchen, Pfaffenkapperl, Spillbaum Spindelbaum	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Euonymus
Eupatorium cannabinum	Hemp-agrimony	Gewöhnlicher Wasserdost, Kunigundenkraut, Wasserhanf, Hirschklee, Blauwetterkühl, Grundheil, Lämmerschwanz	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Eupatorium
Euphorbia esula	green spurge, leafy spurge	Esels-Wolfsmilch, Scharfe Wolfsmilch	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia
Euphorbia platyphyllos subsp. platyphyllos	Broad-leaved Spurge	Breitblättrige Wolfsmilch	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia
Euphorbia seguieriana	na	Steppen-Wolfsmilch	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia
Euphorbia verrucosa	na	Warzen-Wolfsmilch	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia
Fallopia convolvulus	black-bindweed, wild buckwheat	Windenknöterich, Acker-Flügelknöterich	Plantae	Tracheophyta	Magnoliopsida	Polygonales	Polygonaceae	Fallopia
Festuca guestfalica	na	Harter Schaf-Schwingel	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Festuca
Festuca trachyphylla	Hard fescue	Raublättriger Schaf-Schwingel, Raublatt-Schwingel	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Festuca
Festuca gigantea	giant fescue	Riesen-Schwingel	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Festuca
Festuca nigrescens	na	Schwärzlicher Rot-Schwingel	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Festuca
Festuca rupicola	na	Furchen-Schwingel	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Festuca
Festuca valesiaca	Volga fescue	Walliser-Schwingel	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Festuca
Filipendula ulmaria	meadowsweet, mead wort	Echtes Mädesüß	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Filipendula
Filipendula vulgaris	Dropwort, Fern-leaf Dropwort	Kleines Mädesüß, Klein-Mädesüß, Knolliges Mädesüß	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Filipendula
Galeopsis tetrahit	common hemp-nettle	Gemeiner Hohlzahn, Dorn-Hohlzahn, Gewöhnlicher Hohlzahn, Stechender Hohlzahn, Stacheliger Hohlzahn, Hanfnessel	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Galeopsis
Gagea pratensis	na	Wiesen-Gelbstern, Wiesen-Goldstern	Plantae	Tracheophyta	Liliopsida	Liliales	Liliaceae	Gagea
Galeopsis	hemp-nettle, hempnettle	Hohlzahn	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Galeopsis
Galium odoratum	woodruff, sweet woodruff, wild babys breath, master of the woods	Waldmeister, Wohlriechende Labkraut	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Galium
Galium palustre	common marsh-bedstraw	Sumpf-Labkraut	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Galium
Galium pomeranicum	na	Weißgelb-Labkraut	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Galium
Genista tinctoria subsp. tinctoria	dyers greenweed, dyers broom	Gewöhnlichen Färber-Ginster	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Genista
Geranium palustre	na	Sumpf-Storchschnabel	Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	Geranium
Geum rivale	water avens	Bach-Nelkenwurz	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Geum
Helichrysum arenarium	dwarf everlast	Sand-Strohblume	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Helichrysum
Globularia punctata	na	Echte Kugelblume, Gewöhnliche Kugelblume, Hochstiel-Kugelblume	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Globularia
Glyceria fluitans	Water Mannagrass	Flutender Schwaden	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Glyceria
Glyceria maxima	Great Manna Grass, Reed Mannagrass, Reed Sweet-grass	Wasser-Schwaden, Großer Schwaden, Großer Wasserschwaden, Riesen-Schwaden	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Glyceria
Hesperis matronalis	dames rocket, damask violet, dames-violet, dames-wort, dames gilliflower, night-scented gilliflower, queens gilliflower, rogues gilliflower, summer lilac, sweet rocket, mother-of-the-evening, winter gilliflower	Gewöhnliche Nachtviole, Gemeine Nachtviole, Rote Nachtviole, Matronenblume	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Hesperis
Hieracium umbellatum	Canadian hawkweed, Canada hawkweed, narrowleaf hawkweed, northern hawkweed	Doldiges Habichtskraut	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Hieracium
Hordeum murinum	wall barley, false barley	Mäuse-Gerste	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Hordeum
Hordeum secalinum	Meadow Barley	Roggengerste, Roggen-Gerste	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Hordeum
Humulus lupulus	common hop, hop	Echter Hopfen	Plantae	Tracheophyta	Magnoliopsida	Rosales	Cannabaceae	Humulus
Hypericum hirsutum	hairy St Johns wort	Behaartes Johanniskraut, Rauhaariges Hartheu	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Hypericaceae	Hypericum
Iris pseudacorus	yellow flag, yellow iris, water flag	Sumpf-Schwertlilie, Gelbe Schwertlilie	Plantae	Tracheophyta	Liliopsida	Asparagales	Iridaceae	Iris
Hypericum quadrangulum subsp. quadrangulum	St. Peters Wort, Peterwort, Square Stemmed St. Johns Wort, Square Stalked St. Johns Wort	Geflügeltes Johanniskraut, Flügel-Hartheu, Flügel-Johanniskraut	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Hypericaceae	Hypericum
Hypochaeris radicata	catsear, flatweed, cats-ear, false dandelion	Gewöhnliches Ferkelkraut	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Hypochaeris
Impatiens noli-tangere	Touch-me-not Balsam, Touch-me-not, Yellow Balsam, Jewelweed, Wild Balsam	Großes Springkraut, Echtes Springkraut, Rühr-mich-nicht-an, Wald-Springkraut, Altweiberzorn	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens
Juncus inflexus	Hard Rush	Blaugrüne Binse, Graugrüne Binse	Plantae	Tracheophyta	Liliopsida	Poales	Juncaceae	Juncus
Jasione montana	Sheeps bit scabious, blue bonnets, blue buttons, blue daisy, iron flower, sheeps scabious, sheeps bit	Berg-Sandglöckchen, Berg-Sandrapunzel, Sandknöpfchen, Bergnelke, Schaf-Skabiose	Plantae	Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Jasione
Juncus acutiflorus	Sharp-flowered Rush	Spitzblütige Binse	Plantae	Tracheophyta	Liliopsida	Poales	Juncaceae	Juncus
Juncus articulatus	Jointleaf Rush, Jointed Rush	Glieder-Binse	Plantae	Tracheophyta	Liliopsida	Poales	Juncaceae	Juncus
Juncus bufonius	toad rush	Kröten-Binse, Gewöhnliche Kröten-Binse, Ackermies, Katerbat, Krötebinsen, Krötegras, Krottengras, Nätgras, Poggengras, Swienegras	Plantae	Tracheophyta	Liliopsida	Poales	Juncaceae	Juncus
Juncus compressus	Round-fruited Rush	Platthalm-Binse, Zusammengedrückte Binse, Knollen-Binse	Plantae	Tracheophyta	Liliopsida	Poales	Juncaceae	Juncus
Juncus effusus	Soft Rush, Common Rush	Flatter-Binse, Flatter-Simse	Plantae	Tracheophyta	Liliopsida	Poales	Juncaceae	Juncus
Juncus tenuis	slender rush, path rush, field rush, slender yard rush, wiregrass	Zarte Binse	Plantae	Tracheophyta	Liliopsida	Poales	Juncaceae	Juncus
Juniperus communis var. communis	common juniper	Gemeiner Wacholder, Heide-Wacholder, Machandelbaum, Kranewittbaum, Reckholder, Weihrauchbaum, Feuerbaum	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus
Koeleria macrantha	prairie Junegrass	Zierliches Schillergras	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Koeleria
Lactuca serriola	prickly lettuce, milk thistle, compass plant, scarole	Stachel-Lattich, Kompass-Lattich	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Lactuca
