LAT_SCI_NAME	ENG_NAME	GER_NAME	KINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS
Cardamine bulbifera	na	Zwiebel-Zahnwurz, Zwiebeltragende Zahnwurz	Plantae	Tracheophyta	Magnoliopsida	Capparales	Brassicaceae	Cardamine
Cardamine amara	large bittercress	Bitteres Schaumkraut, Falsche Brunnenkresse, Bitterkresse	Plantae	Tracheophyta	Magnoliopsida	Capparales	Brassicaceae	Cardamine
Cardamine impatiens	narrow-leaved bittercress	Spring-Schaumkraut	Plantae	Tracheophyta	Magnoliopsida	Capparales	Brassicaceae	Cardamine
Cardamine	bittercress, bitter-cress	Schaumkräuter	Plantae	Tracheophyta	Magnoliopsida	Capparales	Brassicaceae	Cardamine
Carex digitata	Fingered Sedge	Finger-Segge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Carex arenaria	sand sedge	Sand-Segge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Carex brizoides	na	Zittergras-Segge, Alpengras, Seegras-Segge, Waldhaar, Rasch	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Carex ornithopoda	na	Vogelfuß-Segge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Carex remota	Remote Sedge	Winkel-Segge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Carex elongata	Elongated Sedge	Walzen-Segge, Langährige Segge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Carex pilulifera	Pill Sedge	Pillen-Segge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Carex leporina	Oval Sedge	Hasenpfoten-Segge, Hasen-Segge, Hasenfuß-Segge, Hasenriedgras	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Carex pallescens	Pale Sedge	Bleiche Segge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Carpinus betulus	European hornbeam, common hornbeam	Hainbuche, Weißbuche, Hagebuche, Hornbaum	Plantae	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Carpinus
Carex umbrosa	na	Schatten-Segge	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex
Cephalanthera damasonium	White Helleborine	Weißes Waldvöglein, Bleiches Waldvöglein, Breitblatt-Waldvöglein	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Cephalanthera
Cyanus montanus	perennial cornflower, mountain cornflower, bachelors button, montane knapweed, mountain bluet	Berg-Flockenblume	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Cyanus
Cephalanthera rubra	Red Helleborine	Rotes Waldvöglein, Purpur-Waldvöglein	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Cephalanthera
Dipsacaceae	teasel family	Kardengewächse	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Dipsacaceae	na
Chaenorhinum minus	na	Kleines Leinkraut, Kleiner Orant, Gewöhnlicher Klaffmund	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Chaenorhinum
Circaea lutetiana	enchanters-nightshade	Großes Hexenkraut, Gewöhnliches Hexenkraut, Gemeines Hexenkraut	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Onagraceae	Circaea
Chelidonium majus	greater celandine	Schöllkraut	Plantae	Tracheophyta	Magnoliopsida	Paverales	Papaveraceae	Chelidonium
Dysphania botrys	erusalem Oak Goosefoot, Feathered Geranium	Klebriger Drüsengänsefuß, Kleb-Drüsengänsefuß, Gewöhnlicher Drüsengänsefuß	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Dysphania
Chrysosplenium alternifolium	Alternate-leaved Golden Saxifrage	Wechselblättriges Milzkraut, Gold-Milzkraut, Wechselblatt-Milzkraut, Krätzenblume	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Saxifragaceae	Chrysosplenium
Chrysosplenium oppositifolium	opposite-leaved golden saxifrage	Gegenblättriges Milzkraut	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Saxifragaceae	Chrysosplenium
Convallaria majalis	Lily of the valley, lily-of-the-valley	Maiglöckchen	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Convallaria
Corallorhiza trifida	early coralroot, northern coralroot, yellow coralroot	Korallenwurz	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Corallorhiza
Corispermum pallasii	Pallas bugseed	Schmalflügeliger Wanzensame	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Corispermum
Cornus mas	Cornelian cherry, European cornel, dogwood	Kornelkirsche, Herlitze, Dürlitze, Hirlnuss, Dirndl, Dirndling, Dirndlstrauch, Gelber Hartriegel, Tierlibaum	Plantae	Tracheophyta	Magnoliopsida	Cornales	Cornaceae	Cornus
Coronilla coronata	na	Berg-Kronwicke	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Coronilla
Corydalis cava	Hollowroot	Hohler Lerchensporn, Hohlknolliger Lerchensporn	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Corydalis
Corynephorus canescens	grey hair-grass	Silbergras	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Corynephorus
Cotoneaster integerrimus	Common Cotoneaster	Gewöhnliche Zwergmispel, Felsen-Zwergmispel	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Cotoneaster
Crataegus laevigata	midland hawthorn, English hawthorn, woodland hawthorn, mayflower	Zweigriffeliger Weißdorn	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Crataegus
Crataegus rhipidophylla	na	Großkelchiger Weißdorn, Langkelchiger Weißdorn	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Crataegus
Cystopteris fragilis	brittle bladder-fern, common fragile fern	Zerbrechlicher Blasenfarn	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Cystopteridaceae	Cystopteris
Cytisus scoparius	ommon broom, Scotch broom	Besenginster, Besenkraut, Besenstrauch, Gilbkraut, Mägdebusch, Mägdekrieg, Brahmbusch, Rehweide	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Cytisus
Daphne mezereum	February daphne, mezereon, mezereum, spurge laurel, spurge olive	Echter Seidelbast, Echt-Seidelbast, Gewöhnlicher Seidelbast, Kellerhals	Plantae	Tracheophyta	Magnoliopsida	Malvales	Thymelaeaceae	Daphne
Deschampsia flexuosa	Wavy Hair-grass	Draht-Schmiele, Geschlängelte Schmiele	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Deschampsia
Dryopteris carthusiana	narrow buckler-fern, spinulose woodfern	Gewöhnlicher Dornfarn, Karthäuserfarn	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	Dryopteris
Digitalis lutea	yellow foxglove	Gelber Fingerhut	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Digitalis
Digitalis purpurea	foxglove, common foxglove, purple foxglove, ladys glove	Roter Fingerhut, Fingerhut, Fingerkraut, Fuchskraut, Schwulstkraut, Unserer-lieben-Frauen-Handschuh, Waldglöckchen, Waldschelle	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Digitalis
Dryopteris dilatata	broad buckler fern	Breitblättriger Dornfarn	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	Dryopteris
Dryopteris filix-mas	male fern	Echter Wurmfarn, Gewöhnlicher Wurmfarn, Gemeiner Wurmfarn, Männerfarn	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	Dryopteris
Dryopteris	wood fern, male fern, buckler fern	Wurmfarne	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	Dryopteris
Epilobium angustifolium	fireweed, great willow-herb, rosebay willowherb	Schmalblättriges Weidenröschen, Stauden-Feuerkraut, Waldweidenröschen, Waldschlagweidenröschen	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Onagraceae	Epilobium
Epipactis atrorubens	Dark-red Helleborine, Royal Helleborine	Braunrote Stendelwurz, Rotbraune Stendelwurz, Dunkelrote Stendelwurz, Schwarzrote Stendelwurz, Braunroter Sitter, Schwarzroter Sitter, Strandvanille, Vanilleständel	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Epipactis
Epipactis	Helleborine	Stendelwurzen	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Epipactis
Epipactis purpurata	Violet Helleborine	Violette Stendelwurz	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Epipactis
Equisetum sylvaticum	wood horsetail	Wald-Schachtelhalm	Plantae	Tracheophyta	Equisetopsida	Equisetales	Equisetaceae	Equisetum
Eragrostis minor	little lovegrass, small lovegras	Kleines Liebesgras	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Eragrostis
Euphorbia amygdaloides	wood spurge	Mandelblättrige Wolfsmilch, Mandel-Wolfsmilch	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia
Euphorbia stricta	na	Steife Wolfsmilch	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia
Festuca altissima	Wood Fescue	Wald-Schwingel	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Festuca
Festuca heterophylla	Various-leaved Fescue	Verschiedenblättriger Schwingel	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Festuca
Filago arvensis	na	Acker-Filzkraut	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Filago
Filago minima	Small Cudweed	Zwerg-Filzkraut, Kleines Filzkraut	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Filago
Fragaria moschata	musk strawberry, hautbois strawberry, hautboy strawberry	Moschus-Erdbeere, Zimt-Erdbeere	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Fragaria
Frangula alnus	alder buckthorn	Faulbaum	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Frangula
Galeopsis bifida	bifid hemp-nettle, split-lip hemp-nettle, common hemp-nettle, large-flowered hemp-nettle	Zweispaltiger Hohlzahn	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Galeopsis
Gagea lutea	Yellow Star-of-Bethlehem	Wald-Gelbstern	Plantae	Tracheophyta	Liliopsida	Liliales	Liliaceae	Gagea
Galeopsis pubescens	na	Weichhaariger Hohlzahn, Flaum-Hohlzahn	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Galeopsis
Galinsoga quadriradiata	shaggy soldier, hairy galinsoga, fringed quickweed	Behaartes Knopfkraut, Behaartes Franzosenkraut	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Galinsoga
Galinsoga parviflora	Guasca, Mielcilla, Galinsoga, gallant soldier, Potato weed	Kleinblütiges Knopfkraut, Kleinblütiges Franzosenkraut	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Galinsoga
Galium rotundifolium	na	Rundblatt-Labkraut, Rundblättrige Labkraut	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Galium
Galium sylvaticum	Scotch mist or Wood Bedstraw	Gewöhnliche Wald-Labkraut	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Galium
Galium saxatile	heath bedstraw	Harzer Labkraut	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Galium
Gentianopsis ciliata subsp. ciliata	Fringed Gentian	Gewöhnlicher Fransenenzian,, Gefranster Enzian	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianopsis
Gymnocarpium dryopteris	Western Oakfern, Common Oak Fern, Oak Fern, Northern Oak Fern	Eichenfarn	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Cystopteridaceae	Gymnocarpium
Glyceria declinata	Small Sweet-grass, waxy mannagrass, low glyceria	Blaugrüner Schwaden	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Glyceria
Hedera helix	common ivy, English ivy, European ivy	Gemeiner Efeu, Gewöhnlicher Efeu	Plantae	Tracheophyta	Magnoliopsida	Apiales	Araliaceae	Hedera
Gymnocarpium robertianum	limestone oak fern, scented oak fern	Ruprechtsfarn	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Cystopteridaceae	Gymnocarpium
Helleborus foetidus	stinking hellebore, dungwort, bears foot	Stinkende Nieswurz	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Helleborus
Hepatica nobilis	Common Hepatica, liverwort, kidneywort, pennywort	Gewöhnliches Leberblümchen	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Hepatica
Hieracium murorum	wall hawkweed	Wald-Habichtskraut, Mauer-Habichtskraut	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Hieracium
Hieracium laevigatum	smooth hawkweed	Glattes Habichtskraut	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Hieracium
Hieracium sabaudum	New England hawkweed, European hawkweed, Savoy hawkweed	Savoyer Habichtskraut	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Hieracium
Hordelymus europaeus	na	Waldgerste	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Hordelymus
Hordeum vulgare	Barley	Gerste	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Hordeum
Hottonia palustris	water violet, featherfoil	Europäische Wasserfeder, Wasserprimel	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Hottonia
Huperzia selago	Northern firmoss, Fir Clubmoss	Tannenbärlapp, Teufelsklaue, Tannen-Teufelsklaue	Plantae	Tracheophyta	Lycopodiopsida	Lycopodiales	Lycopodiaceae	Huperzia
Hypericum perforatum subsp. perforatum	Common St Johns wort	Gewöhnliches Echtes Johanniskraut	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Hypericaceae	Hypericum
Hypericum montanum	pale St. Johns-wort	Berg-Johanniskraut, Berg-Hartheu	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Hypericaceae	Hypericum
Hypericum dubium	imperforate St Johns-wort, spotted St. Johns-wort	Geflecktes Johanniskraut, Kanten-Johanniskraut	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Hypericaceae	Hypericum
Hypericum	St. Johns wort	Johanniskräuter, Hartheu	Plantae	Tracheophyta	Magnoliopsida	Theales	Clusiaceae	Hypericum
Impatiens parviflora	Small Balsam, Small-flowered Touch-me-not	Kleines Springkraut, Kleinblütiges Springkraut, Sibirisches Springkraut	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens
Inula conyza	Ploughmans-spikenard	Dürrwurz	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Inula
Juglans regia	Persian walnut, English walnut, common walnut, California walnut	Echte Walnuss, Walnuss, Walnussbaum, Baumnuss	Plantae	Tracheophyta	Magnoliopsida	Fagales	Juglandaceae	Juglans
Impatiens	impatiens, jewelweed, touch-me-not, snapweed	Springkräuter	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens
Juncus conglomeratus	Compact Rush	Knäuel-Binse	Plantae	Tracheophyta	Liliopsida	Poales	Juncaceae	Juncus
Abies alba	silver fir, european silver fir	Weißtanne, Weiß-Tanne, Edeltanne, Silbertanne	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies
Acer platanoides	Norway maple	Spitzahorn, Spitzblättriger Ahorn, Spitz-Ahorn	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Aceraceae	Acer
Actaea spicata	Baneberry, Eurasian Baneberry, Herb Christopher	Ähriges Christophskraut	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Actaea
Aconitum lycoctonum subsp. lycoctonum	na	Wolfs-Eisenhut	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Aconitum
Adoxa moschatellina	moschatel, five-faced bishop, hollowroot, muskroot, townhall clock, tuberous crowfoot	Moschuskraut, Bisamkraut	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Adoxaceae	Adoxa
Aesculus hippocastanum	horse-chestnut, conker tree	Gewöhnliche Rosskastanie, Gemeine Rosskastanie, Weiße Rosskastanie	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Aesculus
Aethusa cynapium subsp. cynapium	na	na	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Aethusa
Agrostis vinealis	brown bentgrass	Sand-Straußgras	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Agrostis
Allium ursinum	ramsons, buckrams, wild garlic, broad-leaved garlic, wood garlic, bear leek, bears garlic	Bärlauch, Bärenlauch, Knoblauchspinat, wilder Knoblauch, Waldknoblauch, Rinsenknoblauch, Hundsknoblauch, Hexenzwiebel, Zigeunerlauch, Ramsen, Waldherre	Plantae	Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium
Alnus glutinosa	black alder, European alder, common alder	Schwarzerle	Plantae	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Alnus
Anemone nemorosa	wood anemone, windflower, thimbleweed, and smell fox	Buschwindröschen, Hexenblume, Geissenblümchen, Geisseblüemli	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Anemone
Alnus incana	grey alder, speckled alder	Grau-Erle, Weiß-Erle	Plantae	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Alnus
Anemone ranunculoides	yellow anemone, yellow wood anemone, buttercup anemone	Gelbes Windröschen	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Anemone
Anthericum liliago	St Bernards lily	Traubige Graslilie, Astlose Graslilie, Große Graslilie	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Anthericum
Anthriscus nitida	bright chervil	Glanz-Kerbel	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Anthriscus
Aquilegia vulgaris	European columbine, Common columbine, Grannys nightcap, Grannys bonnet	Gemeine Akelei, Gewöhnliche Akelei, Wald-Akelei	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Aquilegia
Arum maculatum	snakeshead, adders root, arum, wild arum, arum lily, lords-and-ladies, devils and angels, cows and bulls, cuckoo-pint, Adam and Eve, bobbins, naked boys, starch-root, wake robin, friars cowl, jack in the pulpit	Gefleckter Aronstab	Plantae	Tracheophyta	Liliopsida	Alismatales	Araceae	Arum
Artemisia campestris	field wormwood, beach wormwood, northern wormwood, Breckland wormwood, boreal wormwood, Canadian wormwood, field sagewort, field mugwort	Feld-Beifuß	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia
Asarum europaeum	asarabacca, European wild ginger, hazelwort, wild spikenard	Gewöhnliche Haselwurz	Plantae	Tracheophyta	Magnoliopsida	Piperales	Aristolochiaceae	Asarum
Asplenium trichomanes	maidenhair spleenwort	Braunstieliger Streifenfarn	Plantae	Tracheophyta	Polypodiopsida	Polipodiales	Aspleniaceae	Asplenium
Asplenium ruta-muraria subsp. ruta-muraria	na	Mauerraute	Plantae	Tracheophyta	Polypodiopsida	Polipodiales	Aspleniaceae	Asplenium
Asplenium scolopendrium	harts-tongue, harts-tongue fern	Hirschzungenfarn, Hirschzunge	Plantae	Tracheophyta	Polypodiopsida	Polipodiales	Aspleniaceae	Asplenium
Athyrium filix-femina	lady fern, common lady-fern	Wald-Frauenfarn, Frauenfarn, Gemeiner Waldfarn	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Athyriaceae	Athyrium
Astrantia major	great masterwort	Große Sterndolde	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Astrantia
Atropa belladonna	belladonna, deadly nightshade	Schwarze Tollkirsche	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Atropa
Barbarea	winter cress, yellow rocket	Barbarakräuter	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Barbarea
Berberis vulgaris	European barberry, Barberry	Gewöhnliche Berberitze, Sauerdorn, Essigbeere, Echte Berberitze	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis
Betula pubescens	downy birch, moor birch, white birch, European white birch, hairy birch	Moor-Birke, Haar-Birke, Besen-Birke, Glasbirke, Behaarte Birke	Plantae	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Betula
